订单号,商品名称,商品一级分类,订单创建时间
80224182303061600004,高原红苹果,应季水果,2018-02-24 18:23:03
80224182243054500008,红星苹果,应季水果,2018-02-24 18:22:43
80224182220004600007,麒麟瓜,应季水果,2018-02-24 18:22:20
80224182201030500003,加拿大车厘子,精品水果,2018-02-24 18:22:01
80224182156061900001,西州蜜,应季水果,2018-02-24 18:21:56
80224182155061700002,菲律宾凤梨 斤,应季水果,2018-02-24 18:21:55
80224182155061700002,甜宝草莓,应季水果,2018-02-24 18:21:55
80224182041102300003,盒装龙眼,精品水果,2018-02-24 18:20:41
80224182041102300003,广西百香果 包,应季水果,2018-02-24 18:20:41
80224182041102300003,海南圣女果,应季水果,2018-02-24 18:20:41
80224182041102300003,加拿大车厘子,精品水果,2018-02-24 18:20:41
80224181830029200001,木瓜（小箱）,应季水果,2018-02-24 18:18:30
80224181813026000007,广东皇帝柑,应季水果,2018-02-24 18:18:13
80224181649080600004,特价,应季水果,2018-02-24 18:16:49
80224181601057200002,甜宝草莓,应季水果,2018-02-24 18:16:01
80224181509082600005,杨氏橙,精品水果,2018-02-24 18:15:09
80224181421097600006,桂圆,应季水果,2018-02-24 18:14:21
80224181043075100001,甜宝草莓,应季水果,2018-02-24 18:10:43
80224181030023500002,套袋草莓,精品水果,2018-02-24 18:10:30
80224181030023500002,西州蜜,应季水果,2018-02-24 18:10:30
80224180956000300002,烟台富士苹果（80-85）,应季水果,2018-02-24 18:09:56
80224180942073100003,西州蜜 ,应季水果,2018-02-24 18:09:42
80224180859077100001,海南白雪蜜瓜,应季水果,2018-02-24 18:08:59
80224180839072600009,普通白心柚子,应季水果,2018-02-24 18:08:39
80224180839072600009,海南圣女果,应季水果,2018-02-24 18:08:39
80224180838027700006,广西国产香蕉,应季水果,2018-02-24 18:08:38
80224180829041500004,中华红橙,应季水果,2018-02-24 18:08:29
80224180643047600002,粑粑柑,精品水果,2018-02-24 18:06:43
80224180643047600002,高原红苹果,应季水果,2018-02-24 18:06:43
80224180643047600002,香蕉,应季水果,2018-02-24 18:06:43
80224180531003700003,甜宝草莓,应季水果,2018-02-24 18:05:31
80224180457044400008,海南白雪蜜瓜,应季水果,2018-02-24 18:04:57
80224180457003600001,甜宝草莓,应季水果,2018-02-24 18:04:57
80224180423075100002,盒装龙眼,精品水果,2018-02-24 18:04:23
80224180345102100001,库尔勒香梨（一级）,应季水果,2018-02-24 18:03:45
80224180325069700001,广西沙糖桔,应季水果,2018-02-24 18:03:25
80224180309089200005,广东皇帝柑,应季水果,2018-02-24 18:03:09
80224180230099000004,四川爱媛橙,应季水果,2018-02-24 18:02:30
80224180203040100001,特价苹果,应季水果,2018-02-24 18:02:03
80224180138030200003,海南圣女果,应季水果,2018-02-24 18:01:38
80224180053007900006,特价苹果,应季水果,2018-02-24 18:00:53
80224175925056500005,每日多25.3橙家庭装,精品水果,2018-02-24 17:59:25
80224175854030200004,新疆若羌红枣,应季水果,2018-02-24 17:58:54
80224175854030200004,沙糖桔,应季水果,2018-02-24 17:58:54
80224175829099400006,海南圣女果,精品水果,2018-02-24 17:58:29
80224175809015300006,广西国产香蕉,应季水果,2018-02-24 17:58:09
80224175809015300006,红心火龙果,精品水果,2018-02-24 17:58:09
80224175800037300003,奇异果礼盒（会员价）,精品水果,2018-02-24 17:58:00
80224175747040700001,特价,应季水果,2018-02-24 17:57:47
80224175747040700001,西州蜜,应季水果,2018-02-24 17:57:47
80224175643007300003,菠萝蜜,精品水果,2018-02-24 17:56:43
80224175613049000002,沙糖桔,应季水果,2018-02-24 17:56:13
80224175613049000002,红星苹果,应季水果,2018-02-24 17:56:13
80224175449098600001,河北皇冠梨 河北斤,应季水果,2018-02-24 17:54:49
80224175439054500001,木瓜（大箱）,应季水果,2018-02-24 17:54:39
80224175437059400004,四川爱媛橙,应季水果,2018-02-24 17:54:37
80224175420095700003,精品白心柚子,应季水果,2018-02-24 17:54:20
80224175336043500003,精品富士,应季水果,2018-02-24 17:53:36
80224175336043500003,精品富士,应季水果,2018-02-24 17:53:36
80224175302091900002,麒麟瓜,应季水果,2018-02-24 17:53:02
80224175302091900002,沙糖桔,应季水果,2018-02-24 17:53:02
80224175228054200002,高原红苹果,应季水果,2018-02-24 17:52:28
80224175216020400003,皇冠梨,应季水果,2018-02-24 17:52:16
80224175216020400003,中华红橙,应季水果,2018-02-24 17:52:16
80224175201092200004,甜宝草莓,应季水果,2018-02-24 17:52:01
80224175136009200002,海南白雪蜜瓜,应季水果,2018-02-24 17:51:36
80224175132006700004,特价苹果,应季水果,2018-02-24 17:51:32
80224175013063100005,广东皇帝柑,应季水果,2018-02-24 17:50:13
80224174943004600004,千禧圣女果） 斤,应季水果,2018-02-24 17:49:43
80224174929016600002,广西沙糖桔,应季水果,2018-02-24 17:49:29
80224174929016600002,韩国梨,应季水果,2018-02-24 17:49:29
80224174839056100002,菠萝蜜,精品水果,2018-02-24 17:48:39
80224174832074700003,韩国梨,应季水果,2018-02-24 17:48:32
80224174739090400005,沙糖桔,应季水果,2018-02-24 17:47:39
80224174739090400005,红心火龙果,精品水果,2018-02-24 17:47:39
80224174638048200008,国产猕猴桃,应季水果,2018-02-24 17:46:38
80224174638048200008,精品白心柚子,应季水果,2018-02-24 17:46:38
80224174602052900005,沙糖桔,应季水果,2018-02-24 17:46:02
80224174602052900005,陕西精品野生盒装猕猴桃,应季水果,2018-02-24 17:46:02
80224174530045700003,菠萝蜜,精品水果,2018-02-24 17:45:30
80224174521071500007,甜宝草莓,应季水果,2018-02-24 17:45:21
80224174404078400009,海南圣女果,应季水果,2018-02-24 17:44:04
80224174258071600001,海南圣女果,应季水果,2018-02-24 17:42:58
80224174258071600001,新疆阿克苏冰糖心苹果,应季水果,2018-02-24 17:42:58
80224174258071600001,沙糖桔,应季水果,2018-02-24 17:42:58
80224174157011400006,精品白心柚子,应季水果,2018-02-24 17:41:57
80224174045024900008,黑美人西瓜,应季水果,2018-02-24 17:40:45
80224174026030200004,广东皇帝柑,应季水果,2018-02-24 17:40:26
80224174026030200004,沙糖桔,应季水果,2018-02-24 17:40:26
80224173929035400003,广西国产香蕉,应季水果,2018-02-24 17:39:29
80224173929035400003,西州蜜,应季水果,2018-02-24 17:39:29
80224173910059300003,广西国产香蕉,应季水果,2018-02-24 17:39:10
80224173821033500003,沙糖桔,应季水果,2018-02-24 17:38:21
80224173821033500003,红心火龙果,精品水果,2018-02-24 17:38:21
80224173821033500003,江西赣南脐橙（中果）,应季水果,2018-02-24 17:38:21
80224173757001000004,水仙芒果,应季水果,2018-02-24 17:37:57
80224173757001000004,比利时啤梨,精品水果,2018-02-24 17:37:57
80224173748051000009,红绣球火龙果大果,应季水果,2018-02-24 17:37:48
80224173510039400002,沙糖桔,应季水果,2018-02-24 17:35:10
80224173439084500003,白心火龙果大果,应季水果,2018-02-24 17:34:39
80224173417045900004,香蕉,应季水果,2018-02-24 17:34:17
80224173247012700002,每日多25.3橙家庭装,精品水果,2018-02-24 17:32:47
80224173246074400005,江西赣南脐橙（中果）,应季水果,2018-02-24 17:32:46
80224173110086600006,黑美人西瓜,应季水果,2018-02-24 17:31:10
80224173105073100003,特价,应季水果,2018-02-24 17:31:05
80224173105073100003,美国血橙,精品水果,2018-02-24 17:31:05
80224173010018600005,甜宝草莓,应季水果,2018-02-24 17:30:10
80224173010018600005,特价,应季水果,2018-02-24 17:30:10
80224172954046000007,红心火龙果,精品水果,2018-02-24 17:29:54
80224172933087600005,甜宝草莓,应季水果,2018-02-24 17:29:33
80224172924075100004,库尔勒香梨（一级）,应季水果,2018-02-24 17:29:24
80224172924075100004,特价,应季水果,2018-02-24 17:29:24
80224172840040800003,四川耙耙柑,应季水果,2018-02-24 17:28:40
80224172840040800003,海南圣女果,应季水果,2018-02-24 17:28:40
80224172840040800003,菠萝蜜,精品水果,2018-02-24 17:28:40
80224172829039300005,沙糖桔,应季水果,2018-02-24 17:28:29
80224172811082500006,广西国产香蕉,应季水果,2018-02-24 17:28:11
80224172701058400001,木瓜（小箱）,应季水果,2018-02-24 17:27:01
80224172636002300003,河北皇冠梨 河北斤,应季水果,2018-02-24 17:26:36
80224172438018000008,特价红心火龙果,应季水果,2018-02-24 17:24:38
80224172424082900005,广东皇帝柑,应季水果,2018-02-24 17:24:24
80224172424082900005,甜宝草莓,应季水果,2018-02-24 17:24:24
80224172424082900005,海南圣女果,应季水果,2018-02-24 17:24:24
80224172424082900005,江西赣南脐橙（中果）,应季水果,2018-02-24 17:24:24
80224172412095200002,河北皇冠梨 河北斤,应季水果,2018-02-24 17:24:12
80224172412095200002,烟台富士苹果（80-85）,应季水果,2018-02-24 17:24:12
80224172338053000002,广西国产香蕉,应季水果,2018-02-24 17:23:38
80224172338053000002,沙糖桔,应季水果,2018-02-24 17:23:38
80224172239043600004,新西兰奇异果绿果 1个,精品水果,2018-02-24 17:22:39
80224172239043600004,散装柠檬,应季水果,2018-02-24 17:22:39
80224171952035500001,海南圣女果,应季水果,2018-02-24 17:19:52
80224171952035500001,盒装龙眼,精品水果,2018-02-24 17:19:52
80224171909017700002,特价,应季水果,2018-02-24 17:19:09
80224171852022500005,河北皇冠梨 河北斤,应季水果,2018-02-24 17:18:52
80224171711099300003,广西沙糖桔,应季水果,2018-02-24 17:17:11
80224171630005200004,特价,应季水果,2018-02-24 17:16:30
80224171306008400003,广西沙糖桔,应季水果,2018-02-24 17:13:06
80224171306008400003,精品白心柚子,应季水果,2018-02-24 17:13:06
80224171051042000006,菠萝蜜,精品水果,2018-02-24 17:10:51
80224170936092900001,小台农芒果,应季水果,2018-02-24 17:09:36
80224170936092900001,小台农芒果,应季水果,2018-02-24 17:09:36
80224170839081500003,水仙芒果,应季水果,2018-02-24 17:08:39
80224170839081500003,杨氏橙,精品水果,2018-02-24 17:08:39
80224170837006300002,西州蜜,应季水果,2018-02-24 17:08:37
80224170743001000004,南美进口香蕉 斤,应季水果,2018-02-24 17:07:43
80224170624083800001,沙糖桔,应季水果,2018-02-24 17:06:24
80224170555064500006,广东皇帝柑,应季水果,2018-02-24 17:05:55
80224170555064500006,中华红橙,应季水果,2018-02-24 17:05:55
80224170228096600001,广东皇帝柑,应季水果,2018-02-24 17:02:28
80224170228096600001,陕西野生猕猴桃（ 精品）,应季水果,2018-02-24 17:02:28
80224170100025700002,广东皇帝柑,应季水果,2018-02-24 17:01:00
80224170048083000001,广西国产香蕉,应季水果,2018-02-24 17:00:48
80224165656007000002,广东皇帝柑,应季水果,2018-02-24 16:56:56
80224165602065400004,西州蜜,应季水果,2018-02-24 16:56:02
80224165544064500003,海南圣女果,应季水果,2018-02-24 16:55:44
80224165544064500003,富崎乐猪肉脯,应季水果,2018-02-24 16:55:44
80224165424038700010,河北皇冠梨 河北斤,应季水果,2018-02-24 16:54:24
80224165414017300002,高原红苹果,应季水果,2018-02-24 16:54:14
80224165414017300002,比利时啤梨,精品水果,2018-02-24 16:54:14
80224165410070400002,皇冠梨,应季水果,2018-02-24 16:54:10
80224165223072000001,水仙芒果,应季水果,2018-02-24 16:52:23
80224165223072000001,红绣球火龙果筐装中果,应季水果,2018-02-24 16:52:23
80224165106052600007,沙糖桔,应季水果,2018-02-24 16:51:06
80224165008001800002,高原红苹果,应季水果,2018-02-24 16:50:08
80224164651083800001,加拿大车厘子,精品水果,2018-02-24 16:46:51
80224164634052600003,甜宝草莓,应季水果,2018-02-24 16:46:34
80224164625006300001,沙糖桔,应季水果,2018-02-24 16:46:25
80224164422095000010,甜宝草莓,应季水果,2018-02-24 16:44:22
80224164422095000010,沙糖桔,应季水果,2018-02-24 16:44:22
80224164416025100005,陕西野生猕猴桃（ 精品）,应季水果,2018-02-24 16:44:16
80224164222018400003,特价,应季水果,2018-02-24 16:42:22
80224164203023900005,中华红橙,应季水果,2018-02-24 16:42:03
80224164203023900005,国产红提葡萄,精品水果,2018-02-24 16:42:03
80224164051031000001,海南圣女果,应季水果,2018-02-24 16:40:51
80224164051031000001,特价,精品水果,2018-02-24 16:40:51
80224164010060000005,甜宝草莓,应季水果,2018-02-24 16:40:10
80224163648014400005,沙糖桔,应季水果,2018-02-24 16:36:48
80224163433039600004,沙糖桔,应季水果,2018-02-24 16:34:33
80224163408008000007,广西沙糖桔,应季水果,2018-02-24 16:34:08
80224163355082900008,精品白心柚子,应季水果,2018-02-24 16:33:55
80224163333042500002,广西沙糖桔,应季水果,2018-02-24 16:33:33
80224163223099000003,特价,应季水果,2018-02-24 16:32:23
80224163205088800004,沙糖桔,应季水果,2018-02-24 16:32:05
80224163201095800004,特价,应季水果,2018-02-24 16:32:01
80224163031050200002,特价,精品水果,2018-02-24 16:30:31
80224163016086000003,广东皇帝柑,应季水果,2018-02-24 16:30:16
80224163016086000003,白心火龙果小果,应季水果,2018-02-24 16:30:16
80224162942082200003,特价,应季水果,2018-02-24 16:29:42
80224162923033900008,广西沙糖桔,应季水果,2018-02-24 16:29:23
80224162727037000006,甜宝草莓,应季水果,2018-02-24 16:27:27
80224162725028700003,甜宝草莓,应季水果,2018-02-24 16:27:25
80224162703024400002,四川爱媛橙,应季水果,2018-02-24 16:27:03
80224162308003600007,广西国产香蕉,应季水果,2018-02-24 16:23:08
80224162308003600007,西州蜜,应季水果,2018-02-24 16:23:08
80224161732050300001,广西国产香蕉,应季水果,2018-02-24 16:17:32
80224161732050300001,沙糖桔,应季水果,2018-02-24 16:17:32
80224161645071800004,广西国产香蕉,应季水果,2018-02-24 16:16:45
80224161631011900003,广东皇帝柑,应季水果,2018-02-24 16:16:31
80224161631011900003,红星苹果,应季水果,2018-02-24 16:16:31
80224161627055200005,麒麟瓜,应季水果,2018-02-24 16:16:27
80224161627055200005,海南圣女果,应季水果,2018-02-24 16:16:27
80224161627055200005,杨氏橙,精品水果,2018-02-24 16:16:27
80224161555025300003,广西国产香蕉,应季水果,2018-02-24 16:15:55
80224161555025300003,菠萝蜜,精品水果,2018-02-24 16:15:55
80224161343027700003,广西国产香蕉,应季水果,2018-02-24 16:13:43
80224161315045900007,广东皇帝柑,应季水果,2018-02-24 16:13:15
80224161203066700005,套袋草莓,精品水果,2018-02-24 16:12:03
80224161037065800004,东北寒富苹果,应季水果,2018-02-24 16:10:37
80224160845068300005,甜宝草莓,应季水果,2018-02-24 16:08:45
80224160455033000003,甜宝草莓,应季水果,2018-02-24 16:04:55
80224160455033000003,甜宝草莓,应季水果,2018-02-24 16:04:55
80224160249011800002,广东皇帝柑,应季水果,2018-02-24 16:02:49
80224160249011800002,甜宝草莓,应季水果,2018-02-24 16:02:49
80224160249011800002,红星苹果,应季水果,2018-02-24 16:02:49
80224160112098300004,广西沙糖桔,应季水果,2018-02-24 16:01:12
80224160100001100001,沙糖桔,应季水果,2018-02-24 16:01:00
80224160058065300002,菠萝蜜,精品水果,2018-02-24 16:00:58
80224155958013900005,海南圣女果,应季水果,2018-02-24 15:59:58
80224155958013900005,中华红橙,应季水果,2018-02-24 15:59:58
80224155339037800004,沙糖桔,应季水果,2018-02-24 15:53:39
80224155146036900005,广西国产香蕉,应季水果,2018-02-24 15:51:46
80224155146036900005,沙糖桔,应季水果,2018-02-24 15:51:46
80224155038020400002,甜宝草莓,应季水果,2018-02-24 15:50:38
80224155038020400002,甜宝草莓,应季水果,2018-02-24 15:50:38
80224155038020400002,甜宝草莓,应季水果,2018-02-24 15:50:38
80224154847059100003,甜宝草莓,应季水果,2018-02-24 15:48:47
80224154823009700002,椰蓉酥、燕麦酥、榴莲酥,应季水果,2018-02-24 15:48:23
80224154823009700002,杨氏橙,精品水果,2018-02-24 15:48:23
80224154818043900002,沙糖桔,应季水果,2018-02-24 15:48:18
80224154818043900002,红星苹果,应季水果,2018-02-24 15:48:18
80224154818043900002,精品富士苹果（全红）,应季水果,2018-02-24 15:48:18
80224154754078800003,陕西野生猕猴桃（ 精品）,应季水果,2018-02-24 15:47:54
80224154417024300002,甜宝草莓,应季水果,2018-02-24 15:44:17
80224154417024300002,库尔勒香梨（一级）,应季水果,2018-02-24 15:44:17
80224154258027700004,特价,精品水果,2018-02-24 15:42:58
80224154212011800002,库尔勒香梨（一级）,应季水果,2018-02-24 15:42:12
80224154212011800002,皇冠梨,应季水果,2018-02-24 15:42:12
80224153947033200007,库尔勒香梨（二级） 斤,应季水果,2018-02-24 15:39:47
80224153947033200007,广西国产香蕉,应季水果,2018-02-24 15:39:47
80224153917034400003,辽宁南果梨,应季水果,2018-02-24 15:39:17
